#{"t_start": 1745335780.5228236, "env_id": "None"}
r,l,t
-18046.0,86,3.349593
-16823.0,86,4.317185
-25699.0,88,9.074877
-17914.0,87,10.968961
-6485.0,83,12.343927
-19211.0,90,13.344249
-13689.0,85,15.50855
-12058.0,88,16.446544
-10502.0,85,17.362592
-10732.0,86,18.304213
-8566.0,87,19.960321
-7146.0,86,20.896114
-13645.0,89,21.916165
-11662.0,89,23.540418
-6381.0,84,25.590896
-8369.0,89,27.463955
-9619.0,90,28.428736
-5496.0,85,30.004391
-9655.0,89,30.964027
-6157.0,92,31.913337
-7293.0,85,33.449656
-5268.0,85,35.539499
-6303.0,85,37.41157
-6304.0,86,38.634349
-7067.0,89,40.222916
-7170.0,85,41.153862
-5970.0,83,42.062056
-4705.0,87,43.946927
-4707.0,85,44.98789
-4431.0,85,45.91574
-6662.0,89,50.82474
-6012.0,85,52.378173
-5336.0,86,53.385389
-6937.0,86,55.901133
-5737.0,89,57.554612
-5850.0,85,58.479508
-4614.0,85,59.791639
-7444.0,89,60.726814
-8473.0,89,63.352311
-6128.0,84,64.259184
-5221.0,86,65.19011
-5613.0,84,66.75492
-6746.0,85,67.706592
-4973.0,84,68.62991
-5147.0,84,69.48547
-5474.0,87,71.09531
-4401.0,82,71.941784
-4902.0,86,72.85674
-5252.0,84,74.452632
-5088.0,86,75.669589
-4267.0,84,76.816352
-4746.0,86,77.738945
-3830.0,85,79.622293
-4080.0,82,80.47369
-4583.0,85,82.986951
-3727.0,86,85.166915
-6378.0,83,86.175442
-4676.0,81,91.335117
-5545.0,83,92.2569
-4527.0,85,93.817651
-3949.0,86,94.762863
-4416.0,85,95.709125
-5320.0,86,97.292999
-5109.0,91,98.28101
-4373.0,83,99.213124
-4447.0,83,100.071924
-6336.0,86,101.676599
-4484.0,82,102.586437
-3930.0,83,103.464168
-4389.0,86,105.017938
-3943.0,83,106.309948
-4435.0,85,107.221271
-3483.0,84,108.12118
-3956.0,86,109.683304
-5140.0,87,112.848317
-4090.0,86,113.787347
-4565.0,85,115.354626
-4352.0,82,116.218065
-5078.0,82,117.127915
-4030.0,84,117.973507
-3896.0,85,119.496609
-3940.0,85,120.388265
-3758.0,85,121.992124
-3927.0,88,122.914231
-4239.0,84,124.464182
-4034.0,86,125.39911
-3867.0,85,126.426885
-4506.0,85,128.263035
-3082.0,83,129.162191
-3907.0,80,132.925284
-3787.0,83,133.843075
-3688.0,86,135.41473
-4600.0,86,136.670965
-3649.0,84,137.600436
-5374.0,87,139.115017
-4007.0,85,140.023809
-3214.0,86,140.952134
-4642.0,85,142.153578
-4229.0,87,143.696639
-4198.0,86,144.681481
-4411.0,84,145.673376
-3895.0,84,147.244959
-4358.0,84,148.1669
-4954.0,83,149.127189
-3928.0,85,150.099942
-4177.0,82,154.075307
-4480.0,82,156.120284
-3297.0,85,157.105782
-3521.0,84,159.384985
-4177.0,83,160.802379
-5299.0,84,161.7188
-4143.0,86,162.667516
-4227.0,85,164.241909
-4066.0,86,165.169832
-4355.0,81,166.046851
-3773.0,82,166.929937
-4612.0,81,170.054559
-4464.0,82,170.966839
-3602.0,87,171.884985
-4030.0,81,173.412861
-3322.0,84,174.299911
-3530.0,83,175.217198
-4132.0,85,176.092593
-4268.0,84,177.712823
-4349.0,84,178.635584
-3946.0,83,179.834478
-3807.0,82,181.334458
-4212.0,85,182.262498
-4101.0,81,187.000331
-3127.0,86,187.849976
-3539.0,86,189.415912
-3668.0,85,190.324285
-4389.0,85,191.184009
