#{"t_start": 1745332430.6680999, "env_id": "None"}
r,l,t
-141528.0,83,4.506238
-130231.0,80,6.787665
-158376.0,84,9.309881
-157814.0,86,12.495458
-135968.0,84,14.977569
-133041.0,82,17.422917
-82930.0,84,20.092878
-85579.0,85,23.135416
-154169.0,87,25.672931
-95445.0,85,28.284306
-86628.0,82,31.346732
-74154.0,86,34.425749
-68869.0,85,36.860012
-82941.0,83,39.171443
-80606.0,85,43.31394
-70784.0,85,45.762047
-126199.0,86,48.365749
-71805.0,85,51.377392
-62993.0,82,53.764047
-59401.0,81,59.165099
-88454.0,83,61.570201
-88375.0,87,64.641583
-67702.0,82,66.988058
-86753.0,83,69.358044
-74582.0,83,71.569356
-75442.0,83,75.334727
-81728.0,84,77.811085
-71083.0,86,80.211622
-65302.0,83,83.137045
-77946.0,83,85.409397
-81131.0,80,87.723226
-92603.0,84,90.26209
-71235.0,83,104.134543
-57120.0,81,106.404773
-76974.0,82,108.984307
-87365.0,86,112.423426
-86418.0,83,114.849556
-65891.0,81,117.188681
-65327.0,81,119.598391
-59925.0,85,122.646007
-72717.0,84,124.977928
-73669.0,82,127.213243
-63419.0,85,130.020485
-47685.0,82,133.554765
-68988.0,86,136.088975
-56297.0,81,138.416191
-58062.0,82,141.682182
-57221.0,80,144.153606
-53062.0,82,146.588166
-58412.0,80,148.98781
-68946.0,82,152.105498
-64469.0,84,154.460912
-46313.0,80,157.171071
-50895.0,80,159.607802
-60172.0,83,162.770008
-63655.0,83,165.052301
-60657.0,83,167.427822
-52476.0,84,171.101804
-50257.0,83,173.415299
-64163.0,85,175.817862
-53786.0,81,178.069675
-59758.0,81,181.059941
-56793.0,81,183.312487
-48877.0,83,185.630193
-42789.0,82,188.533863
-57990.0,80,190.809031
-54527.0,81,193.571575
-48156.0,80,195.793941
-58975.0,82,199.128932
-53511.0,83,201.651251
-48098.0,85,204.135187
-48701.0,79,206.312472
-55156.0,83,209.187234
-48824.0,80,211.403693
-43864.0,79,213.638787
-51520.0,79,215.887771
-48039.0,81,219.695597
-49035.0,82,221.940771
-47505.0,79,224.156235
-48423.0,79,227.291249
-51467.0,79,229.627836
-50108.0,80,231.975556
-59439.0,80,234.204845
-52936.0,80,237.12677
-46130.0,80,239.321309
-56399.0,82,241.591238
-52240.0,82,243.907516
-46119.0,79,246.899398
-57114.0,80,249.07851
-54890.0,82,251.43964
-43608.0,82,253.765383
-48166.0,80,256.559169
-49136.0,78,258.815019
-45614.0,79,261.095882
-51550.0,80,264.088462
-45506.0,80,266.395996
-49633.0,79,268.614994
-48806.0,79,270.884813
-47787.0,80,273.820899
-50280.0,79,276.731543
-45511.0,80,279.118294
-49566.0,79,281.405673
-44452.0,78,284.267573
-43512.0,77,286.456164
-39570.0,79,289.158335
-40557.0,80,291.921672
-42154.0,79,294.936849
-45626.0,79,297.235866
-47849.0,79,299.553685
-42030.0,78,302.486252
-45097.0,79,305.092459
-49529.0,77,307.43809
-39608.0,78,309.660768
-47299.0,79,312.645965
-42786.0,79,315.06443
-41235.0,77,317.243164
-46858.0,79,319.638908
-38591.0,78,322.554753
-37324.0,77,325.272157
-39656.0,78,327.556739
-42926.0,78,329.969823
-38360.0,79,333.262863
-39070.0,77,335.554013
-43436.0,78,337.805327
-42092.0,78,340.219436
-43680.0,78,343.08539
-49725.0,77,345.692499
-40711.0,79,347.967641
-42542.0,78,350.359396
-40218.0,77,353.295422
-33136.0,77,355.496469
-39583.0,77,357.774977
-51031.0,77,359.858437
-40800.0,77,362.712242
-38457.0,77,365.052175
-38182.0,77,367.187086
-43364.0,77,370.172844
-40597.0,77,373.743916
-46429.0,78,376.12332
-46940.0,78,378.539947
-38351.0,79,381.989761
-45512.0,80,384.324864
-40338.0,78,386.697673
-43136.0,77,389.088339
-37227.0,78,392.091935
-41250.0,78,394.881037
-42758.0,76,397.274194
-44485.0,77,399.496832
-44911.0,76,402.433778
-36447.0,77,404.731592
-39704.0,77,407.005542
-41022.0,79,409.359566
-46944.0,77,413.047415
-46797.0,77,415.297388
-39236.0,78,417.611256
-42222.0,78,419.842663
-44165.0,78,423.083721
-42542.0,77,425.383477
-49951.0,78,427.733545
-48247.0,78,429.956875
-33910.0,78,432.955986
-45571.0,79,435.2786
-44729.0,78,437.647905
-50397.0,78,440.239053
-48917.0,78,443.83182
-45753.0,78,446.170497
-39856.0,79,448.694367
-44872.0,79,452.011745
-47823.0,78,454.52399
-42336.0,80,456.893218
-43268.0,78,459.206357
-45533.0,77,462.110504
-43086.0,77,464.445459
-48114.0,78,466.761115
-36228.0,79,469.004938
-44863.0,78,472.063564
-39389.0,78,475.294324
-49422.0,77,477.727557
-44879.0,78,480.184567
-45103.0,77,483.184366
-46377.0,77,485.932337
-40074.0,77,488.1822
-46557.0,78,490.479025
-41241.0,77,493.588657
-50428.0,78,495.896731
-34219.0,78,498.147162
-38038.0,76,500.482079
-41839.0,77,504.473387
-42484.0,78,506.800768
-43051.0,77,509.17725
-38941.0,78,511.472883
-43123.0,78,514.736994
-43331.0,77,517.139317
-39901.0,77,519.443564
-41484.0,78,522.461363
-42321.0,79,524.924436
-42061.0,78,527.279464
-34514.0,80,529.663883
-44967.0,78,532.817152
-49496.0,79,535.100138
-37398.0,78,537.429295
-39617.0,79,539.945987
-38663.0,79,543.206491
-40667.0,79,545.558545
-41016.0,79,547.932354
-42171.0,77,550.18321
-46540.0,77,553.217488
-43503.0,79,555.499825
-47732.0,77,557.793868
-46207.0,79,560.220323
-47322.0,78,563.167329
-37534.0,78,565.644758
-39625.0,77,568.014162
-40055.0,77,570.627669
-40649.0,79,573.629541
-45795.0,79,576.046075
-51257.0,78,580.040437
-45642.0,77,583.172712
-43329.0,79,586.680957
-38689.0,78,589.035342
-42034.0,78,591.630734
-41738.0,79,594.63676
-40320.0,78,596.920198
-44872.0,78,600.556721
-45290.0,79,602.910291
-36998.0,79,605.940105
-44505.0,79,608.955548
-45362.0,78,611.147719
-37361.0,81,613.554066
-40927.0,79,616.506511
-36380.0,78,618.924501
