#{"t_start": 1745332430.7975285, "env_id": "None"}
r,l,t
-102838.0,81,4.315034
-113778.0,82,6.660346
-95842.0,87,9.261485
-112255.0,82,12.33313
-371680.0,86,14.884246
-120932.0,81,17.296597
-110138.0,82,19.918017
-123085.0,84,22.930413
-87524.0,83,25.376175
-125264.0,88,28.060056
-94164.0,83,31.150908
-103771.0,84,34.145151
-59817.0,82,36.520943
-112184.0,82,38.85762
-75156.0,86,43.011942
-71010.0,82,45.37166
-64449.0,84,47.896723
-85167.0,84,50.888813
-74724.0,81,53.236322
-89888.0,81,58.678988
-86273.0,83,61.06808
-87006.0,87,64.113556
-109645.0,85,66.581006
-69904.0,85,69.003726
-76522.0,85,71.257037
-78896.0,85,75.047344
-79657.0,85,77.560344
-63153.0,83,79.898809
-76967.0,83,82.787716
-70284.0,81,85.06302
-78908.0,83,87.440533
-116808.0,84,89.973506
-76401.0,82,93.045476
-87061.0,86,106.214894
-59265.0,82,108.789682
-68618.0,81,112.103873
-74306.0,84,114.533486
-61916.0,84,116.938478
-71550.0,82,119.404039
-75358.0,83,122.418617
-63238.0,82,124.710304
-50530.0,82,126.943016
-56903.0,80,129.625879
-64730.0,83,133.196412
-61319.0,81,135.561419
-70319.0,83,137.886332
-62423.0,81,141.192492
-59663.0,82,143.736189
-43788.0,82,146.135221
-58978.0,82,148.594586
-58310.0,84,151.731178
-60345.0,83,154.096143
-57253.0,80,156.797263
-58699.0,80,159.167309
-52249.0,85,162.440169
-49294.0,82,164.737176
-53328.0,83,167.102778
-53114.0,81,170.705423
-58879.0,82,172.9843
-55304.0,81,175.291
-46294.0,80,177.504334
-48396.0,79,180.432283
-49964.0,82,182.717526
-53597.0,79,184.952435
-47697.0,81,187.241442
-44163.0,82,190.125948
-47126.0,82,192.489076
-55656.0,82,195.248043
-50260.0,80,198.198388
-42654.0,79,200.716796
-47955.0,81,203.107352
-47312.0,80,205.509784
-43665.0,81,208.315538
-52692.0,82,210.596571
-64079.0,80,212.847972
-56792.0,80,215.059527
-55677.0,81,218.913596
-54370.0,80,221.11623
-53443.0,82,223.428873
-54182.0,81,225.924036
-60372.0,80,228.95192
-44724.0,80,231.246763
-53271.0,81,233.540619
-47268.0,79,236.424142
-47892.0,80,238.692355
-51953.0,77,240.809425
-54593.0,81,243.084803
-49672.0,80,246.044127
-42829.0,77,248.212927
-50099.0,80,250.490348
-45809.0,84,252.932555
-44535.0,80,255.696014
-45229.0,80,257.934984
-47388.0,80,260.277712
-43750.0,78,262.524823
-49867.0,79,265.532536
-49693.0,79,267.801511
-48473.0,78,269.929227
-48613.0,79,272.824434
-43344.0,82,275.274232
-44894.0,80,278.195982
-51076.0,78,280.436684
-51691.0,78,283.35297
-45654.0,82,285.678831
-42764.0,78,288.367927
-41576.0,79,291.05158
-47112.0,78,293.988492
-42176.0,77,296.263613
-49065.0,81,298.643586
-44376.0,79,300.983919
-49058.0,77,304.135353
-41898.0,78,306.487632
-40495.0,77,308.764006
-39379.0,79,311.08264
-43038.0,79,314.104035
-45721.0,77,316.322903
-46557.0,77,318.643362
-46822.0,79,320.958643
-41929.0,78,323.916379
-45024.0,77,326.625309
-44293.0,78,328.9818
-55224.0,77,331.885801
-43345.0,76,334.486595
-41922.0,77,336.729853
-38937.0,78,339.010038
-40360.0,77,342.034502
-41341.0,77,344.57276
-44074.0,77,346.725378
-42461.0,78,349.188245
-41367.0,77,352.140517
-42757.0,77,354.367249
-42124.0,77,356.590315
-41262.0,77,358.737108
-40369.0,78,361.576694
-37952.0,77,363.855762
-39646.0,77,366.09112
-36568.0,78,368.344257
-39899.0,77,371.332714
-42400.0,78,374.962375
-38195.0,79,377.278354
-40032.0,78,380.226137
-47388.0,77,383.161129
-41541.0,78,385.400346
-37421.0,76,387.796185
-42550.0,77,390.178347
-42410.0,77,393.020011
-38734.0,77,395.833988
-46863.0,77,398.30416
-41817.0,79,400.566188
-44246.0,77,403.543167
-47977.0,79,405.81538
-40390.0,78,408.221613
-43359.0,78,411.222222
-40145.0,79,414.223289
-40909.0,77,416.488018
-36880.0,77,418.791726
-41771.0,77,421.94316
-45285.0,77,424.198981
-41188.0,78,426.54154
-38930.0,77,428.778848
-41718.0,76,431.684034
-40009.0,78,433.939681
-45572.0,79,436.380915
-44714.0,79,439.018953
-47457.0,77,441.810098
-43084.0,79,444.920926
-39776.0,79,447.464589
-44207.0,79,450.076613
-42841.0,77,453.253698
-44549.0,77,455.586734
-48304.0,78,457.891258
-47869.0,80,460.263624
-47769.0,78,463.189004
-47887.0,77,465.499299
-38310.0,78,467.791106
-42780.0,78,470.049177
-48577.0,78,474.03772
-45790.0,77,476.416091
-46700.0,78,478.847561
-44072.0,78,481.900342
-41049.0,78,484.431349
-38078.0,80,487.062773
-42130.0,78,489.389067
-44426.0,79,492.446581
-38173.0,79,494.850524
-45294.0,79,497.236084
-57151.0,78,499.503688
-42155.0,78,503.377841
-48162.0,77,505.875437
-37669.0,79,508.284603
-46305.0,77,510.627733
-34184.0,77,513.839423
-41429.0,78,516.134029
-48765.0,78,518.591408
-44703.0,78,520.918133
-44648.0,78,524.035901
-45845.0,78,526.436609
-41644.0,81,528.790205
-52839.0,80,531.368976
-45707.0,78,534.292675
-40611.0,78,536.574304
-42474.0,78,539.056144
-41177.0,79,542.228797
-46127.0,78,544.622512
-43138.0,77,547.019469
-40959.0,78,549.275253
-44191.0,79,552.36409
-39529.0,78,554.610171
-38255.0,79,556.944669
-42091.0,79,559.353587
-51089.0,78,562.309252
-40711.0,77,564.62603
-33202.0,79,567.250811
-43396.0,78,569.811711
-37747.0,77,572.798201
-45932.0,78,575.265319
-56530.0,78,579.16253
-49587.0,77,581.700357
-40070.0,80,585.793807
-38653.0,78,588.205266
-36204.0,77,590.594648
-42828.0,76,593.023
-45141.0,79,596.006133
-41539.0,80,598.32632
-46145.0,79,602.065004
-38398.0,77,605.049463
-51062.0,80,608.175648
-42964.0,79,610.38899
-45654.0,78,612.623555
-43006.0,77,615.5041
-48007.0,80,618.063943
-42922.0,80,620.306416
-40215.0,79,622.619304
-42648.0,79,625.61531
-41083.0,77,627.854039
-41421.0,79,630.533561
-39905.0,79,632.929766
-40793.0,78,635.88956
-40771.0,77,639.431373
-38057.0,77,641.894382
-38751.0,79,644.328326
-39420.0,79,647.373423
-40668.0,80,650.0018
-42809.0,78,652.352663
-43682.0,79,655.371578
-41097.0,78,657.651509
-39668.0,79,660.002488
-41131.0,79,662.400874
-44938.0,79,665.467848
-48366.0,76,667.640003
-44250.0,79,669.985976
-36179.0,79,672.197912
-41473.0,78,675.307088
-43419.0,76,677.877336
-36390.0,79,680.797668
-35292.0,80,683.112076
-40541.0,78,685.956507
-44854.0,79,688.313121
-44625.0,78,690.663398
-40338.0,76,692.958867
-39316.0,77,695.895693
-40750.0,79,699.446119
-42490.0,77,701.95519
-40066.0,77,704.171974
-37976.0,77,707.125525
-41252.0,77,709.408012
-38157.0,77,711.683676
-40854.0,77,714.23334
-38033.0,77,717.079069
-38971.0,77,719.310293
-37524.0,78,721.708217
-37947.0,78,724.538266
-36624.0,79,727.238606
-38545.0,79,729.652276
-40720.0,79,732.000825
-38298.0,77,734.920407
-44910.0,77,738.525851
-35477.0,77,741.071386
-36443.0,79,743.463842
-46470.0,78,746.557611
-43655.0,79,748.772147
-40800.0,78,751.022988
-45168.0,78,753.228247
-45247.0,77,756.138287
-40634.0,78,758.544074
-35949.0,77,761.408748
-37696.0,79,763.769378
-44334.0,78,767.252132
-34888.0,78,769.670693
-37121.0,78,772.044163
-41585.0,78,774.246882
-39356.0,77,777.170717
-41241.0,78,780.985419
-34260.0,78,783.255634
-40751.0,78,785.609841
-38143.0,77,789.133558
-31319.0,79,791.675447
-40613.0,78,793.944488
-38433.0,79,796.923242
-33531.0,79,799.304183
-35240.0,78,801.495066
-40658.0,78,803.730483
-34154.0,78,806.706971
-43377.0,78,808.899253
-42193.0,79,811.137746
-43293.0,78,813.405242
-37565.0,78,816.890821
-39530.0,78,819.239195
-40091.0,79,821.545143
-35670.0,78,823.89294
-37271.0,78,826.921885
-33777.0,79,829.235768
-34882.0,79,831.465024
-35760.0,77,833.761826
-36819.0,79,836.631525
-34736.0,77,838.826738
-41620.0,78,841.199596
-35539.0,77,843.383267
-39920.0,78,846.313278
-38350.0,78,849.172487
-31422.0,78,851.36869
-39369.0,79,854.740062
-34957.0,79,857.086089
-36618.0,79,859.321793
-37781.0,80,861.556505
-38151.0,77,864.898584
-36019.0,79,867.116299
-38413.0,78,869.4761
-35603.0,77,871.615143
-39325.0,79,874.521446
-36572.0,78,876.91746
-35704.0,79,879.888047
-42361.0,79,882.10166
-40959.0,79,884.987391
-35552.0,77,887.264497
-39998.0,77,889.528536
-37280.0,78,891.924942
-34523.0,79,894.883843
-32301.0,78,897.258891
-39464.0,78,900.159985
-33824.0,78,903.505524
-42706.0,79,906.287013
-31898.0,79,908.427659
-34341.0,78,910.895143
-36874.0,79,913.973234
-32711.0,77,916.124451
-34336.0,79,918.30775
-33241.0,79,922.029755
-39886.0,79,924.962219
-35912.0,79,928.29375
-31760.0,79,930.631732
-37061.0,78,932.877533
-30447.0,80,935.971885
-33762.0,78,938.357342
-38460.0,77,940.582522
-35167.0,79,942.782645
-42729.0,79,945.652845
-35562.0,79,947.79248
-35505.0,78,949.922018
-32718.0,79,952.162988
-33807.0,79,955.054395
-38988.0,78,957.232593
-34297.0,78,959.76707
-33245.0,80,962.633593
-35721.0,78,964.818546
-35125.0,79,967.298248
-38421.0,78,969.753683
-35664.0,79,972.736153
-35538.0,77,974.924274
-33898.0,79,977.161793
-38428.0,79,980.03318
-35676.0,78,982.933499
-37893.0,80,985.312349
-35704.0,79,987.449661
-35051.0,78,989.769368
-35795.0,80,992.651367
-37085.0,77,994.782489
-39179.0,79,997.220105
-39801.0,77,999.541168
-40569.0,77,1002.439852
-32707.0,78,1004.631889
-32917.0,77,1006.926145
-40151.0,78,1009.328072
-40247.0,80,1012.549772
-38849.0,77,1014.74088
-35699.0,79,1017.053505
-42567.0,79,1019.940696
-42537.0,77,1022.321362
-44179.0,80,1025.033162
-38508.0,77,1027.199603
-35840.0,79,1030.070068
-36636.0,78,1032.403331
-40047.0,77,1034.451417
-34731.0,77,1036.591128
-41026.0,77,1039.434284
-37785.0,77,1041.587126
-39369.0,79,1043.834234
-51836.0,80,1046.277005
-39308.0,79,1049.158814
-42583.0,78,1051.365562
-37732.0,79,1053.634439
-42572.0,78,1056.434358
-46707.0,80,1059.342081
-35352.0,78,1061.489722
-41826.0,79,1063.564774
-35652.0,79,1065.796638
-36028.0,79,1068.563561
-32431.0,80,1070.80901
-36851.0,79,1072.865194
-38783.0,80,1075.666534
-42318.0,79,1077.835191
-36547.0,79,1079.98543
-36134.0,79,1082.136976
-36032.0,80,1084.956527
-34729.0,78,1087.096203
-34266.0,78,1089.919488
-33047.0,79,1092.151935
