#{"t_start": 1745384477.5581305, "env_id": "None"}
r,l,t
-17204.0,85,7.498873
-33031.0,83,10.143512
-89173.0,84,13.730711
-23819.0,83,19.417411
-17527.0,85,25.754145
-15803.0,83,33.268077
-18654.0,84,40.645331
-16335.0,85,46.001539
-32869.0,83,52.694146
-15292.0,82,61.077331
-41449.0,85,67.322597
-20580.0,84,74.102099
-21143.0,82,78.977055
-14503.0,83,84.544739
-36864.0,82,88.963166
-19416.0,85,92.797472
-22709.0,81,98.652951
-12425.0,83,105.132019
-11564.0,80,111.667803
-20058.0,82,117.44654
-18675.0,83,123.914105
-22533.0,81,130.032522
-14605.0,81,136.477022
-12630.0,86,140.621295
-14065.0,83,146.093268
-16961.0,83,148.727784
-14763.0,82,150.430373
-16145.0,85,152.614795
-17228.0,86,155.192681
-11246.0,82,156.66552
-10963.0,83,158.902066
-8624.0,84,163.121988
-8880.0,83,168.7697
-11342.0,83,176.735657
-11868.0,86,182.235821
-12619.0,83,187.494204
-14583.0,84,192.795843
-9589.0,83,196.954234
-12055.0,82,200.400961
-8128.0,84,202.76167
-10678.0,85,206.024905
-11832.0,85,210.121089
-7081.0,82,212.601118
-10026.0,85,217.901936
-7111.0,82,223.09743
-8770.0,82,229.685959
-8912.0,85,236.732208
-8039.0,80,241.559816
-8240.0,80,245.542983
-9398.0,83,250.806845
-9269.0,81,255.217225
-8824.0,83,259.464473
-6386.0,83,264.398109
-9081.0,81,268.907594
-6988.0,83,274.704998
-6028.0,81,279.820349
-7249.0,80,283.664181
-7586.0,83,289.09547
-7519.0,80,292.279986
-7449.0,79,295.931317
-4957.0,77,302.660055
-6672.0,81,307.892551
-8064.0,81,314.828501
-5509.0,79,320.044383
-5406.0,80,325.616281
-6741.0,83,331.993313
-7643.0,83,339.659424
-5114.0,83,346.690134
-5243.0,79,351.311452
-7087.0,81,355.919826
-6355.0,82,362.430134
-6490.0,82,369.093893
-6069.0,80,376.501414
-5468.0,80,382.196671
-6617.0,80,388.500884
-5934.0,83,393.384445
-6176.0,79,400.217246
-6256.0,83,403.915341
-8617.0,80,407.875268
-5013.0,82,414.404919
-7007.0,81,418.020668
-6933.0,81,422.42453
-5905.0,81,427.196659
-5445.0,83,432.071086
-5874.0,81,436.877917
-5830.0,82,439.872239
-4902.0,81,443.419449
-6216.0,81,448.271842
-4957.0,80,453.565679
-5772.0,83,459.057944
-5819.0,81,466.315897
-6081.0,82,471.559135
-5668.0,81,475.122477
-5465.0,80,482.448125
-4742.0,79,488.516078
-4951.0,80,491.943707
-5065.0,79,497.077552
-6516.0,80,502.492765
-5450.0,82,507.405182
-5197.0,79,512.067795
-4420.0,80,520.299713
-4309.0,80,527.195733
-5966.0,80,534.19883
-5890.0,82,541.657569
-5299.0,79,546.61804
-4194.0,79,550.646044
-4974.0,81,555.008645
-5592.0,79,560.355879
-8901.0,82,563.537719
-5875.0,82,567.326455
-5501.0,83,571.538589
-5395.0,84,576.684046
-5000.0,81,582.416135
-7134.0,81,586.801122
-5285.0,82,592.526607
-5212.0,82,598.301697
-4959.0,80,604.288453
-4454.0,81,609.567155
-4208.0,81,614.601717
-6230.0,82,620.27651
-5819.0,80,626.671613
-4317.0,79,634.325249
-5173.0,79,640.378511
-5208.0,82,645.739391
-5010.0,80,656.763531
-5185.0,79,659.840908
-5107.0,79,661.864898
-6523.0,81,663.818324
-4407.0,83,666.194362
-4049.0,81,668.424654
-4535.0,80,670.966626
-4833.0,81,673.568279
-4773.0,83,676.42152
-5510.0,82,679.572494
-4869.0,80,682.601948
-5499.0,79,687.149158
-4775.0,79,691.558903
-5877.0,81,698.181204
-5578.0,78,702.284127
-5914.0,80,705.643644
-4633.0,80,710.311667
-5284.0,80,715.241841
-4404.0,82,719.988605
-4545.0,81,725.883642
-4611.0,80,730.28645
-4746.0,80,737.093904
-4726.0,80,742.327127
-5000.0,84,747.587047
-6027.0,80,756.571122
-7447.0,81,761.705371
-4598.0,79,767.609639
-5451.0,83,773.891258
-5382.0,80,778.021736
-5061.0,79,783.433234
-5696.0,79,790.727921
-4988.0,79,798.570804
-5699.0,79,801.828303
-4819.0,82,805.026839
-4768.0,80,810.915536
-4483.0,81,815.192296
-4731.0,79,820.012967
-4611.0,83,828.022189
-6841.0,80,833.394716
-6325.0,83,840.262651
-5369.0,82,846.442388
-5756.0,80,851.344543
-6325.0,82,857.78684
-5497.0,80,862.077183
-5419.0,80,864.532109
-5600.0,80,868.554719
-5482.0,79,872.736839
-7520.0,80,880.571594
-6243.0,80,890.265878
-6817.0,83,895.019325
-4711.0,81,899.383029
-6773.0,80,904.392741
-5001.0,79,909.421484
-5588.0,80,915.30719
-4375.0,80,919.899589
-4646.0,80,925.328865
-6056.0,83,932.839226
-5218.0,80,939.380672
-3812.0,83,950.86523
-5510.0,81,957.861145
-5817.0,80,964.636284
-6039.0,81,969.445112
-4735.0,80,976.717132
-5327.0,81,987.52352
-5048.0,81,995.07033
-6286.0,80,1000.566527
-5293.0,82,1010.644066
-6499.0,81,1016.278436
-5330.0,79,1022.19653
-3881.0,80,1028.591928
-4726.0,81,1033.259841
-5505.0,81,1038.644314
-4704.0,83,1044.717735
-3975.0,80,1046.2344
-5297.0,81,1047.518427
-4519.0,79,1050.285828
-3909.0,82,1058.548039
-4552.0,81,1064.675722
-5449.0,79,1070.668988
-4771.0,80,1074.702983
-6169.0,80,1078.497906
-5325.0,78,1083.390366
-5434.0,82,1088.396406
-5337.0,80,1093.037919
-3942.0,79,1097.441602
-3957.0,79,1104.379432
-6460.0,80,1115.939713
-5738.0,79,1120.538168
-4644.0,80,1125.210265
-4878.0,82,1130.667294
-4664.0,81,1135.063622
-4926.0,80,1139.176859
-4163.0,77,1142.981738
-4448.0,80,1148.60941
-4472.0,82,1154.62512
-4581.0,80,1160.942944
-5329.0,79,1166.941707
-3969.0,80,1173.168077
-4064.0,80,1180.108877
-4603.0,84,1187.524221
-5148.0,79,1196.426348
-4086.0,80,1201.265185
-5211.0,80,1208.619413
-5132.0,79,1216.963915
-3916.0,80,1224.245579
-3962.0,79,1229.100635
-4222.0,79,1231.80634
-4821.0,79,1239.534598
-4965.0,79,1244.859018
-4308.0,80,1249.701003
-5766.0,79,1254.634869
-4478.0,84,1260.913022
-4179.0,79,1265.405453
-3922.0,81,1273.761505
-4590.0,79,1278.084521
-4388.0,80,1281.051276
-4473.0,80,1284.664667
-4566.0,80,1290.042919
-5187.0,82,1292.810868
-4102.0,80,1296.252977
-3886.0,83,1302.536394
-4359.0,79,1309.737665
-4178.0,78,1314.918635
-4530.0,80,1321.243366
-4426.0,83,1325.643068
-4079.0,79,1328.721656
-4048.0,79,1332.741656
-4990.0,79,1336.820098
-5327.0,82,1344.463859
-4464.0,79,1350.146985
-5083.0,80,1359.018523
-4364.0,80,1365.412152
-4135.0,78,1369.859968
-4131.0,80,1375.242468
-3988.0,80,1381.080492
-3894.0,80,1388.897953
-4326.0,82,1393.60464
-4905.0,79,1398.626943
-4577.0,78,1403.955313
-4612.0,81,1410.85609
-4067.0,80,1418.857167
-4715.0,81,1425.06408
-3931.0,79,1431.53478
-4178.0,78,1437.215489
-5001.0,81,1443.643433
-4647.0,80,1449.00679
-4630.0,82,1455.097007
-4347.0,82,1464.619096
-4798.0,82,1469.510605
-4878.0,80,1476.334484
-4865.0,79,1482.056137
-3839.0,81,1488.794976
-4840.0,80,1494.667432
-4178.0,79,1501.155174
-3703.0,79,1506.800911
-4759.0,78,1512.098885
-4600.0,79,1519.237563
-3960.0,82,1527.372943
-4185.0,79,1532.034729
-3563.0,77,1535.898589
-4791.0,80,1539.097441
-4588.0,80,1545.313054
-4251.0,79,1553.309897
-5007.0,79,1559.445667
-4465.0,81,1564.801375
-4165.0,80,1569.092304
-4706.0,80,1573.093767
-4291.0,80,1577.248865
-4088.0,82,1583.128982
-3558.0,79,1589.389838
-4042.0,80,1596.917953
-3313.0,79,1601.801618
-4425.0,80,1607.054121
-3846.0,79,1611.471613
-4611.0,80,1616.873586
-4371.0,81,1621.563563
-4244.0,79,1626.722969
-4480.0,80,1632.860739
-4328.0,80,1640.767507
-3322.0,82,1647.18688
-4165.0,80,1652.988804
-3353.0,79,1657.238158
-4609.0,81,1659.889911
-4468.0,81,1662.050138
-3998.0,80,1663.451947
-4019.0,81,1665.317732
-5075.0,80,1666.836389
-4515.0,82,1668.723699
-4169.0,80,1671.122447
-4434.0,81,1674.345313
-4006.0,80,1678.827466
-4344.0,80,1683.692942
-3450.0,79,1687.847584
-3430.0,81,1690.888521
-4594.0,80,1694.951401
-3475.0,80,1698.833767
-4591.0,79,1704.280629
-4105.0,79,1709.353859
-3853.0,81,1714.027382
-5064.0,79,1717.067881
-4357.0,80,1722.294251
-4695.0,80,1725.304857
-4259.0,82,1729.444551
-3882.0,79,1733.668921
-3844.0,79,1737.955783
-3871.0,82,1744.691563
-4236.0,79,1751.075356
-3852.0,81,1754.604499
-4333.0,84,1760.080911
-3750.0,80,1765.400861
-4325.0,83,1770.358879
-4834.0,80,1774.075029
-4263.0,81,1778.769515
-4137.0,78,1783.705631
-4482.0,82,1787.147128
-3680.0,81,1791.961358
-4179.0,78,1795.746398
-4833.0,81,1800.938475
-3585.0,80,1808.542743
-4544.0,80,1813.866206
-3768.0,80,1817.330848
-4336.0,79,1822.587881
-3948.0,80,1826.704624
-4031.0,80,1830.417886
-3934.0,81,1835.208753
-3856.0,79,1838.314377
-4469.0,82,1842.32881
-4102.0,79,1846.903795
-4186.0,80,1852.945804
-3773.0,79,1856.157075
-3500.0,80,1861.500751
-4079.0,80,1866.599266
-3692.0,79,1869.925904
-4379.0,82,1873.623903
-3519.0,81,1878.289384
-3869.0,80,1883.700374
-4310.0,78,1888.157015
-4466.0,79,1892.444053
-4420.0,80,1897.042466
-4000.0,82,1904.33975
-4010.0,82,1914.279662
-4568.0,82,1922.499792
-3791.0,79,1927.284912
-4039.0,80,1931.51392
-3265.0,81,1938.519357
-3706.0,79,1943.31497
-4273.0,80,1949.67368
