#{"t_start": 1745384477.7101676, "env_id": "None"}
r,l,t
-79252.0,84,7.332591
-32275.0,83,9.97636
-53988.0,82,13.539554
-24957.0,85,19.250347
-20326.0,87,25.612553
-28294.0,86,33.169099
-35773.0,85,40.550449
-38405.0,83,45.881975
-26358.0,85,52.604508
-22867.0,86,61.037808
-17539.0,82,67.246495
-21290.0,85,74.03737
-24945.0,85,80.858587
-19447.0,81,84.485596
-18056.0,83,88.907799
-10859.0,82,92.718513
-20587.0,80,98.556539
-22039.0,85,106.339562
-15827.0,83,111.635097
-14709.0,85,117.446068
-22185.0,84,126.016554
-19340.0,83,132.123196
-14727.0,83,136.532406
-14286.0,88,142.795491
-17756.0,86,147.487579
-12638.0,83,148.792873
-17870.0,86,151.00562
-10417.0,82,152.746285
-10477.0,82,155.263589
-9380.0,79,157.222657
-18050.0,83,159.620099
-13095.0,85,164.836848
-11189.0,80,168.796818
-10594.0,82,176.734192
-9983.0,83,182.2165
-10437.0,81,188.112148
-8661.0,83,192.737719
-13245.0,86,196.942089
-12093.0,85,200.402161
-10703.0,80,203.319203
-8754.0,83,206.811282
-10150.0,84,210.053198
-11170.0,83,213.696531
-9743.0,83,217.825207
-5949.0,81,223.001042
-8014.0,82,229.603981
-10053.0,83,236.610506
-9760.0,83,241.49114
-6441.0,80,245.465453
-5489.0,82,250.716385
-8862.0,82,255.132043
-8687.0,79,259.338089
-7070.0,81,264.246072
-9027.0,82,268.767907
-5698.0,82,274.551955
-6599.0,81,279.66831
-7441.0,80,283.512883
-11007.0,82,288.929049
-5846.0,84,292.163682
-5630.0,83,295.864114
-6471.0,81,302.622504
-5185.0,84,307.901641
-6416.0,81,316.176802
-7372.0,83,322.386688
-7224.0,80,326.927743
-6269.0,79,334.056661
-9102.0,84,341.825503
-7527.0,80,346.695166
-5927.0,81,351.953755
-5913.0,80,355.926623
-6267.0,82,362.438635
-6440.0,80,369.031956
-5030.0,81,376.492314
-6014.0,81,382.155464
-6103.0,79,390.001194
-8523.0,82,394.382028
-6634.0,80,400.222213
-6064.0,82,403.877459
-11394.0,82,407.872347
-7034.0,85,415.089211
-4978.0,82,418.931118
-5010.0,79,422.434419
-5955.0,82,427.220561
-6305.0,81,432.088032
-4481.0,79,436.84183
-5178.0,79,440.823948
-5206.0,82,443.371521
-6000.0,83,448.269351
-5574.0,80,455.371781
-4674.0,78,460.286621
-5097.0,81,466.255237
-5048.0,81,471.482231
-7345.0,81,475.026631
-7027.0,81,482.371389
-5687.0,81,488.467024
-5560.0,82,493.678766
-5077.0,80,498.2155
-4921.0,82,502.502946
-5302.0,78,507.357678
-5175.0,80,512.046659
-7104.0,83,522.394629
-5412.0,80,529.03658
-4696.0,79,536.158308
-4409.0,79,541.622871
-6640.0,82,546.617619
-5545.0,79,551.62296
-8186.0,81,554.99364
-5774.0,80,560.362917
-5725.0,80,564.109426
-6926.0,83,567.328183
-4776.0,82,571.538787
-4822.0,79,576.615514
-5242.0,82,582.339855
-5110.0,81,588.355361
-5507.0,81,593.571336
-5217.0,79,598.19825
-5934.0,83,604.231504
-6001.0,82,609.507435
-7026.0,81,614.536558
-4854.0,79,621.499824
-4334.0,80,626.584287
-4958.0,83,634.285822
-5496.0,80,640.336319
-4520.0,79,645.678706
-5347.0,80,657.819311
-4807.0,80,660.055287
-4822.0,82,661.833353
-5960.0,79,663.765599
-5402.0,83,666.126623
-6911.0,80,668.964565
-3680.0,79,671.535971
-4975.0,82,674.139081
-4345.0,80,676.324911
-4196.0,80,679.458108
-4322.0,80,682.492681
-4272.0,79,687.047722
-4302.0,81,691.461103
-5173.0,80,698.074886
-4663.0,79,702.193082
-5450.0,82,705.573807
-4938.0,80,710.256227
-5701.0,83,715.212736
-5273.0,82,721.263851
-5826.0,80,725.841062
-4870.0,82,730.268243
-4875.0,82,737.088441
-4620.0,79,743.618226
-5531.0,80,749.087071
-4969.0,80,756.519382
-5208.0,80,761.640376
-6767.0,80,767.545128
-5508.0,79,773.791426
-5622.0,82,779.325172
-5565.0,82,784.818603
-6827.0,81,790.702911
-5297.0,81,798.57244
-4880.0,80,801.854453
-5865.0,81,805.04269
-6271.0,79,810.901754
-4709.0,79,815.159405
-6345.0,82,822.103949
-6111.0,81,828.742285
-6223.0,81,835.548116
-5754.0,80,840.194893
-5511.0,82,846.392234
-5751.0,80,851.304486
-6646.0,82,857.748756
-5320.0,82,862.697278
-5415.0,82,865.280328
-5649.0,81,869.676831
-4741.0,80,874.409092
-5262.0,79,882.995082
-5429.0,81,890.967574
-4355.0,79,894.999914
-6742.0,83,901.188729
-4893.0,80,904.398965
-5117.0,80,909.431982
-4683.0,82,915.350816
-4373.0,78,919.892652
-4922.0,83,927.524624
-5916.0,80,935.157567
-6693.0,80,942.785024
-5269.0,81,950.869767
-5248.0,80,957.831296
-5227.0,80,964.618158
-5428.0,80,971.424526
-7325.0,80,980.346663
-5721.0,82,987.507657
-4814.0,80,995.035383
-5178.0,83,1000.564497
-4949.0,79,1012.552483
-5039.0,80,1017.599576
-4175.0,79,1024.305836
-5358.0,80,1030.116039
-4763.0,79,1033.194445
-5213.0,80,1038.569353
-4409.0,80,1044.597792
-6583.0,80,1046.114775
-4627.0,81,1047.404032
-5888.0,81,1050.191496
-4402.0,80,1058.427164
-5383.0,80,1064.550671
-4525.0,79,1070.542958
-4580.0,81,1074.586552
-5135.0,79,1078.377665
-6160.0,81,1083.289194
-5244.0,80,1088.278957
-4207.0,80,1092.921708
-4751.0,82,1099.460104
-4575.0,83,1106.020061
-5133.0,81,1115.92729
-5635.0,79,1120.495025
-4798.0,81,1125.199293
-4703.0,80,1131.271678
-4996.0,80,1135.021436
-4553.0,78,1140.126523
-5167.0,81,1144.012224
-4779.0,80,1148.591601
-3582.0,80,1154.573425
-4528.0,79,1160.887014
-4942.0,82,1168.781928
-4428.0,80,1175.436557
-5175.0,79,1180.082197
-5196.0,80,1189.928413
-5117.0,79,1196.347848
-5189.0,81,1202.542383
-4787.0,79,1208.541729
-4007.0,81,1216.913324
-4942.0,80,1225.732334
-4628.0,81,1229.077969
-4567.0,78,1231.755357
-4476.0,80,1239.513534
-4756.0,82,1244.848637
-6451.0,80,1249.714417
-5068.0,80,1256.748585
-5135.0,80,1262.157664
-4613.0,78,1267.272562
-4467.0,81,1273.707734
-5357.0,82,1278.074665
-5048.0,79,1281.043334
-4014.0,82,1285.99827
-4116.0,80,1290.043236
-5061.0,80,1293.88065
-4447.0,79,1297.221293
-4114.0,79,1303.975883
-4574.0,79,1309.656585
-4625.0,82,1314.887227
-4689.0,80,1321.209783
-4132.0,83,1326.530304
-4870.0,79,1329.25003
-5175.0,82,1332.740306
