#{"t_start": 1745384477.6701825, "env_id": "None"}
r,l,t
-28937.0,80,7.319552
-29272.0,85,9.984712
-47357.0,80,13.523082
-22563.0,82,19.202244
-29599.0,83,25.522781
-30671.0,83,33.025439
-25792.0,83,38.68673
-22404.0,86,45.787549
-14859.0,80,52.427626
-16149.0,82,57.764153
-25177.0,83,67.048362
-17110.0,83,71.845416
-12183.0,83,78.698765
-27696.0,85,84.254092
-24157.0,84,87.44992
-15405.0,81,92.503079
-17269.0,82,97.03882
-20461.0,82,104.201402
-15027.0,84,111.430412
-15018.0,82,115.207457
-19260.0,85,123.691336
-14746.0,80,129.806079
-19174.0,83,136.280033
-28148.0,84,140.391453
-14585.0,85,145.902952
-17041.0,88,148.587534
-15214.0,85,150.318537
-20431.0,85,152.502206
-18011.0,83,155.047814
-8544.0,82,156.520674
-7746.0,86,158.789118
-11881.0,83,162.996302
-10287.0,82,168.635741
-18155.0,85,176.624675
-10645.0,80,182.05447
-11570.0,81,187.278838
-9442.0,82,191.426891
-8911.0,81,195.86571
-7659.0,83,199.2895
-9712.0,85,202.543155
-12321.0,82,205.75991
-10849.0,84,209.190447
-11472.0,82,212.314402
-8979.0,84,217.627003
-9829.0,85,222.878146
-7985.0,84,229.433874
-7708.0,84,235.869886
-6393.0,81,239.979703
-7965.0,82,245.333482
-6585.0,83,250.624387
-7092.0,83,255.033525
-6105.0,79,259.25429
-7317.0,83,264.154172
-7554.0,84,267.150392
-6709.0,81,273.24661
-5502.0,83,278.14491
-6951.0,81,283.498754
-6263.0,80,288.865853
-5087.0,80,292.062935
-7075.0,82,294.607599
-7888.0,81,302.519828
-7205.0,80,307.742274
-5451.0,79,314.651989
-6501.0,80,319.880408
-6119.0,80,325.460214
-7750.0,83,331.840813
-7610.0,81,339.476324
-6977.0,81,346.485846
-5005.0,79,349.999824
-6236.0,82,354.481883
-7319.0,79,362.200127
-6666.0,82,366.944546
-6419.0,81,376.286927
-6606.0,81,381.987924
-6487.0,81,388.302694
-6692.0,79,393.154466
-5096.0,82,397.476917
-6023.0,80,403.683375
-6577.0,80,407.631865
-6046.0,82,413.02459
-6410.0,83,417.808075
-4556.0,79,420.602306
-5357.0,80,425.774945
-6023.0,81,430.834286
-4459.0,79,435.071662
-5423.0,81,439.562252
-6232.0,81,442.110268
-6704.0,82,446.991595
-5088.0,80,453.267216
-4821.0,82,458.757016
-5481.0,79,464.344198
-5870.0,82,469.956819
-5051.0,82,474.788313
